folder,zone,species,x,y,z,yaw_deg,scale
Preserve,Margin,ReedClump,-225.04,173.20,15.03,255.0,0.7899
Preserve,Margin,ReedClump,-145.66,147.30,-2.93,332.4,1.2496
Preserve,Margin,FernClump,-395.71,215.04,-39.41,107.8,0.7817
Preserve,Margin,TallWeeds,-175.11,153.40,-8.01,134.9,0.5873
Preserve,Margin,IrisB,-387.83,212.36,-35.86,330.9,0.9118
Preserve,Margin,FernClump,-419.58,217.60,-27.85,331.4,1.1913
Preserve,Margin,TallWeeds,-192.55,157.88,9.82,337.0,0.8204
Preserve,Margin,ReedClump,-303.46,182.72,-4.03,357.3,1.2392
Preserve,Margin,IrisA,-206.76,159.64,4.58,339.4,1.1571
Preserve,Margin,FernClump,-148.16,152.14,-8.48,100.4,1.0184
Preserve,Margin,ReedClump,-391.64,209.11,0.13,229.0,0.4740
Preserve,Margin,WeedStalks,-395.93,211.64,-35.99,192.0,0.9486
Preserve,Margin,WeedStalks,-227.59,176.04,27.38,175.1,0.7564
Preserve,Margin,TallWeeds,-345.63,186.58,-5.13,19.4,1.1927
Preserve,Margin,IrisB,-265.03,176.56,19.57,255.7,1.1442
Preserve,Margin,TallWeeds,-124.46,142.52,-10.30,337.4,1.0178
Preserve,Margin,ReedClump,-181.39,155.01,1.79,186.1,0.9502
Preserve,Margin,ReedClump,-393.44,210.53,-36.27,294.3,0.9179
Preserve,Margin,ReedClump,-153.09,150.70,-6.30,48.0,0.9838
Preserve,Margin,WeedStalks,-370.16,189.20,11.27,19.7,0.8924
Preserve,Margin,TallWeeds,-135.26,149.23,5.03,214.9,0.5002
Preserve,Margin,WeedStalks,-344.02,186.08,-2.62,23.2,1.2070
Preserve,Margin,TallWeeds,-178.63,156.48,2.86,188.6,1.0911
Preserve,Margin,TallWeeds,-122.83,143.45,-14.37,326.4,1.2017
Preserve,Margin,ReedClump,-388.02,212.23,2.45,256.4,0.9046
Preserve,Margin,ReedClump,-388.39,211.55,-37.85,64.5,0.8621
Preserve,Margin,ReedClump,-140.53,148.38,0.71,269.1,0.7662
Preserve,Margin,FernClump,-230.26,176.87,27.99,30.0,1.2265
Preserve,Margin,FernClump,-163.94,151.74,-9.76,121.6,0.8265
Preserve,Margin,TallWeeds,-194.10,158.01,11.18,334.3,0.6807
Preserve,Margin,TallWeeds,-363.68,189.49,20.51,53.9,0.6384
Preserve,Margin,WeedStalks,-275.18,175.14,-18.71,303.6,0.9728
Preserve,Margin,ReedClump,-259.89,175.33,-27.92,108.2,0.8788
Preserve,Margin,IrisA,-279.82,177.17,-19.71,164.4,0.9254
Preserve,Margin,IrisA,-388.65,212.26,-0.08,71.4,0.8096
Preserve,Margin,ReedClump,-153.38,150.57,-14.54,342.4,0.9208
Preserve,Margin,TallWeeds,-170.70,150.74,-9.07,298.8,0.6240
Preserve,Margin,TallWeeds,-156.10,155.11,-3.40,109.9,1.0415
Preserve,Margin,TallWeeds,-193.25,159.24,9.32,46.9,1.0797
Preserve,Margin,ReedClump,-263.20,176.01,18.27,192.5,1.1860
Preserve,Margin,IrisB,-121.15,144.48,-19.31,340.5,0.9302
Preserve,Margin,ReedClump,-419.92,214.43,-23.63,137.1,0.6020
Preserve,Margin,ReedClump,-360.14,189.24,21.70,38.7,1.1131
Preserve,Margin,IrisB,-286.25,176.25,-15.74,193.8,0.9687
Preserve,Margin,WeedStalks,-384.91,211.90,-36.61,161.3,0.9140
Preserve,Margin,ReedClump,-194.45,158.91,18.98,336.8,0.5153
Preserve,Margin,TallWeeds,-173.63,150.43,-9.99,149.4,0.6115
Preserve,Margin,IrisB,-167.42,152.09,-8.58,95.6,1.1963
Preserve,Margin,ReedClump,-120.76,144.94,-23.21,122.3,0.8042
Preserve,Margin,WeedStalks,-196.74,158.67,16.75,110.8,1.0832
Preserve,Margin,TallWeeds,-227.96,176.35,29.51,146.6,1.1041
Preserve,Margin,ReedClump,-418.64,214.03,-13.71,135.2,0.8474
Preserve,Margin,WeedStalks,-295.32,177.15,8.63,84.6,1.0412
Preserve,Margin,WeedStalks,-297.65,175.92,-9.15,232.9,0.8435
Preserve,Margin,ReedClump,-277.53,175.35,-18.07,245.9,0.9893
Preserve,Margin,TallWeeds,-198.91,160.01,7.46,42.7,0.8776
Preserve,Margin,ReedClump,-384.81,210.04,-29.42,348.2,0.5222
Preserve,Margin,ReedClump,-120.63,144.01,4.53,271.8,1.0719
Preserve,Margin,ReedClump,-160.01,153.16,-16.03,126.3,0.9624
Preserve,Margin,ReedClump,-167.15,150.56,-12.14,325.2,1.0010
Preserve,Margin,IrisA,-380.25,209.81,-2.80,283.2,1.1566
Preserve,Margin,TallWeeds,-388.27,210.46,-27.41,241.6,0.9752
Preserve,Margin,ReedClump,-135.45,147.31,-4.17,342.6,1.0039
Preserve,Margin,ReedClump,-173.04,152.72,-6.59,68.6,1.0195
Preserve,Margin,ReedClump,-386.07,210.35,-27.69,91.1,0.9222
Preserve,Margin,FernClump,-406.15,214.97,-38.82,83.5,0.9598
Preserve,Margin,ReedClump,-256.02,174.25,19.93,19.8,0.9539
Preserve,Margin,WeedStalks,-317.19,185.89,14.77,325.4,1.2229
Preserve,Margin,ReedClump,-387.69,210.49,-31.36,14.5,1.2414
Preserve,Margin,WeedStalks,-157.91,155.32,-4.66,324.7,1.2115
Preserve,Margin,TallWeeds,-101.70,139.53,3.12,95.2,0.5856
Preserve,Margin,ReedClump,-295.76,173.82,3.91,71.2,0.4445
Preserve,Margin,IrisB,-384.46,212.13,-13.21,38.3,0.9002
Preserve,Margin,WeedStalks,-209.75,158.81,4.67,264.0,0.8546
Preserve,Margin,ReedClump,-382.35,207.34,-9.72,276.0,0.8083
Preserve,Margin,TallWeeds,-257.69,174.72,23.23,144.7,0.4905
Preserve,Margin,ReedClump,-389.00,210.20,-33.17,111.8,1.0850
Preserve,Margin,ReedClump,-312.00,182.49,-3.98,70.0,0.6079
Preserve,Margin,TallWeeds,-165.68,151.15,-6.93,354.2,0.8081
Preserve,Margin,WeedStalks,-106.10,139.01,-13.78,346.8,1.2130
Preserve,Margin,ReedClump,-384.38,209.88,-3.30,342.9,0.9247
Preserve,Margin,TallWeeds,-103.44,140.27,-17.10,347.2,0.9446
Preserve,Margin,FernClump,-407.72,213.57,7.49,240.0,0.7652
Preserve,Margin,WeedStalks,-162.67,151.70,-7.17,42.7,0.8962
Preserve,Margin,TallWeeds,-270.12,176.51,-25.78,245.9,0.7847
Preserve,Margin,ReedClump,-103.07,137.86,-12.69,293.4,0.9871
Preserve,Margin,ReedClump,-315.59,183.80,12.07,153.3,1.0251
Preserve,Margin,FernClump,-202.68,160.53,3.66,230.4,0.8755
Preserve,Margin,ReedClump,-119.11,142.18,-5.83,272.7,0.4502
Preserve,Margin,ReedClump,-313.84,182.68,-5.73,90.3,0.4876
Preserve,Margin,TallWeeds,-303.19,180.81,2.66,144.6,1.0785
Preserve,Margin,ReedClump,-168.14,151.75,-11.03,331.3,1.1759
Preserve,Margin,IrisB,-104.00,140.89,-14.58,43.2,0.9424
Preserve,Margin,ReedClump,-164.65,153.85,-17.50,243.7,1.0608
Preserve,Margin,ReedClump,-384.14,212.07,-20.15,192.7,0.5839
Preserve,Margin,ReedClump,-331.62,188.14,6.72,135.8,0.7906
Preserve,Margin,ReedClump,-417.87,212.70,-9.70,112.4,0.9544
Preserve,Margin,ReedClump,-168.77,153.36,-17.96,200.5,0.4657
Preserve,Margin,TallWeeds,-383.47,212.19,-18.11,176.1,0.6003
Preserve,Margin,ReedClump,-417.78,211.58,-12.83,321.6,0.8214
Preserve,Margin,ReedClump,-328.47,186.98,7.74,92.2,0.9566
Preserve,Margin,WeedStalks,-293.78,177.41,-8.47,34.5,0.9244
Preserve,Margin,ReedClump,-268.93,173.79,-21.09,121.7,0.5360
Preserve,Margin,ReedClump,-340.34,189.90,3.42,40.2,0.5502
Preserve,Margin,WeedStalks,-342.06,186.11,-4.73,18.1,1.0414
Preserve,Margin,ReedClump,-116.93,144.20,-3.06,190.3,1.0272
Preserve,Margin,WeedStalks,-362.51,190.49,19.65,266.5,1.1347
Preserve,Margin,TallWeeds,-343.05,188.05,-0.26,57.3,1.2109
Preserve,Margin,ReedClump,-305.91,183.17,-3.68,59.7,1.0253
Preserve,Margin,ReedClump,-265.64,174.60,-23.25,294.8,0.8674
Preserve,Margin,FernClump,-120.61,143.14,-3.24,129.4,0.9672
Preserve,Margin,IrisA,-304.09,181.79,4.89,219.3,0.8165
Preserve,Margin,IrisA,-120.97,143.15,-6.66,162.7,1.2137
Preserve,Margin,ReedClump,-112.90,137.88,-15.71,233.5,0.3767
Preserve,Margin,FernClump,-187.38,161.83,-7.07,218.5,0.9866
Preserve,Margin,WeedStalks,-375.31,189.28,-0.25,242.7,0.8410
Preserve,Margin,TallWeeds,-382.75,210.33,-5.51,64.5,0.8540
Preserve,Margin,WeedStalks,-157.07,156.13,-0.68,190.9,0.9726
Preserve,Margin,TallWeeds,-376.42,207.18,-13.70,202.0,0.8898
Preserve,Margin,ReedClump,-378.39,208.33,-12.09,288.1,0.8780
Preserve,Margin,ReedClump,-373.66,187.18,-13.69,107.4,0.7908
Preserve,Margin,ReedClump,-286.23,176.10,8.47,205.4,1.2379
Preserve,Margin,ReedClump,-151.63,150.09,-17.48,349.9,1.0598
Preserve,Margin,IrisA,-296.67,176.38,-7.18,221.4,0.8475
Preserve,Margin,ReedClump,-385.17,210.82,-1.44,296.2,0.8961
Preserve,Margin,FernClump,-148.64,153.22,-16.73,287.9,0.7908
Preserve,Margin,ReedClump,-368.67,189.24,-16.11,17.7,0.9627
Preserve,Margin,TallWeeds,-291.12,179.77,-18.60,77.7,1.2178
Preserve,Margin,TallWeeds,-288.86,175.30,-17.59,37.8,0.8487
Preserve,Margin,IrisA,-365.86,190.37,19.10,149.0,0.9910
Preserve,Margin,TallWeeds,-290.25,174.88,-13.69,358.5,0.8234
Preserve,Margin,IrisA,-100.49,137.96,0.40,18.7,1.1409
Preserve,Margin,ReedClump,-383.61,212.54,-15.08,192.8,1.0920
Preserve,Margin,ReedClump,-291.52,177.50,-16.33,208.5,0.4215
Preserve,Margin,ReedClump,-263.69,174.21,16.02,112.8,0.9647
Preserve,Margin,IrisA,-187.53,160.99,-4.12,31.5,1.1590
Preserve,Margin,TallWeeds,-367.32,188.83,16.22,309.1,1.2325
Preserve,Margin,IrisB,-188.59,157.33,8.29,320.3,0.8585
Preserve,Margin,TallWeeds,-110.33,138.37,-14.12,49.4,0.6865
Preserve,Margin,ReedClump,-367.96,186.46,-13.74,262.4,0.5708
Preserve,Margin,ReedClump,-102.92,136.55,-3.61,302.7,0.3773
Preserve,Margin,WeedStalks,-108.07,139.17,-7.68,183.6,0.9006
Preserve,Margin,TallWeeds,-295.99,179.39,-16.17,190.0,0.9026
Preserve,Margin,ReedClump,-259.06,174.54,19.81,80.7,1.0031
Preserve,Margin,ReedClump,-108.85,140.38,-4.68,128.3,0.7872
Preserve,Margin,WeedStalks,-197.37,159.95,19.75,132.9,1.1546
Preserve,Margin,IrisA,-343.46,189.73,-20.26,128.3,0.9838
Preserve,Margin,ReedClump,-297.47,174.38,6.33,308.7,0.5012
Preserve,Margin,ReedClump,-157.12,151.09,-16.81,107.2,1.1087
Preserve,Margin,ReedClump,-190.30,161.65,-3.81,257.2,0.7906
Preserve,Margin,TallWeeds,-257.36,175.41,-29.51,104.0,0.4781
Preserve,Margin,ReedClump,-349.04,191.70,14.23,244.5,1.2248
Preserve,Margin,ReedClump,-161.57,155.40,-19.55,249.2,0.5145
Preserve,Margin,IrisB,-105.41,139.14,-10.36,346.6,0.7646
Preserve,Margin,WeedStalks,-241.32,175.62,-23.64,87.7,0.8863
Preserve,Margin,TallWeeds,-189.98,156.65,6.42,336.7,1.0475
Preserve,Margin,WeedStalks,-408.88,216.38,11.44,24.7,0.9391
Preserve,Margin,TallWeeds,-160.00,155.64,-18.24,14.2,0.9210
Preserve,Margin,ReedClump,-400.75,213.47,4.27,339.5,1.0476
Preserve,Margin,ReedClump,-250.78,175.25,25.69,50.1,1.0558
Preserve,Margin,ReedClump,-357.82,190.28,19.52,26.8,0.7552
Preserve,Margin,ReedClump,-344.77,187.17,-10.57,141.4,0.9839
Preserve,Margin,ReedClump,-290.20,176.78,5.90,107.3,1.2084
Preserve,Margin,IrisA,-236.25,179.96,-23.31,54.7,1.2292
Preserve,Margin,TallWeeds,-398.71,213.81,4.61,268.0,1.0906
Preserve,Margin,WeedStalks,-195.77,158.25,13.76,47.0,0.8901
Preserve,Margin,FernClump,-237.67,177.52,31.14,1.3,0.9842
Preserve,Margin,ReedClump,-344.46,186.99,-13.97,276.2,0.7550
Preserve,Margin,FernClump,-236.20,176.61,28.22,11.6,1.0236
Preserve,Margin,TallWeeds,-267.88,175.53,-23.59,128.3,1.0574
Preserve,Margin,IrisA,-351.22,188.93,13.62,172.5,0.8746
Preserve,Margin,ReedClump,-353.03,187.73,11.64,95.6,0.3967
Preserve,Margin,TallWeeds,-262.13,175.37,-28.32,23.3,0.6832
Preserve,Margin,IrisB,-251.97,175.59,-28.01,34.7,0.8938
Preserve,Margin,TallWeeds,-267.34,175.94,-26.72,253.7,1.0557
Preserve,Margin,ReedClump,-335.60,186.30,-3.74,187.6,1.0237
Preserve,Margin,ReedClump,-288.38,174.41,3.25,357.1,1.1327
Preserve,Margin,TallWeeds,-252.20,176.36,-31.08,192.6,1.1482
Preserve,Margin,ReedClump,-331.97,184.99,-4.03,328.0,1.2385
Preserve,Margin,FernClump,-232.01,175.80,-15.82,166.1,0.8737
Preserve,Margin,WeedStalks,-227.86,175.71,9.18,64.6,1.1839
Preserve,Margin,FernClump,-258.24,178.72,21.44,55.6,1.2451
Preserve,Margin,WeedStalks,-405.45,212.99,9.86,287.7,0.9833
Preserve,Margin,ReedClump,-344.65,186.32,-8.13,164.8,0.8196
Preserve,Margin,TallWeeds,-131.96,148.83,6.80,28.8,0.8401
Preserve,Margin,ReedClump,-342.74,187.20,-12.89,189.3,0.8700
Preserve,Margin,WeedStalks,-254.48,175.91,-29.48,251.4,1.1152
Preserve,Margin,TallWeeds,-226.67,175.92,6.94,101.9,1.0679
Preserve,Margin,ReedClump,-126.16,143.94,-13.01,101.7,0.7699
Preserve,Margin,ReedClump,-180.06,157.04,7.80,312.3,1.1247
Preserve,Margin,FernClump,-92.20,136.47,-0.08,111.6,1.1292
Preserve,Margin,TallWeeds,-124.10,144.63,3.97,314.8,1.1954
Preserve,Margin,ReedClump,-341.37,189.42,1.53,80.3,1.0797
Preserve,Margin,ReedClump,-343.65,188.95,2.97,160.0,1.0629
Preserve,Margin,TallWeeds,-283.58,174.05,-17.32,141.2,0.5039
Preserve,Margin,ReedClump,-120.88,142.21,-9.96,231.3,0.8771
Preserve,Margin,WeedStalks,-330.75,186.49,-6.34,236.5,0.7661
Preserve,Margin,WeedStalks,-259.90,179.25,28.38,47.9,0.9864
Preserve,Margin,WeedStalks,-179.17,156.68,-3.59,56.6,1.0142
Preserve,Margin,WeedStalks,-92.36,137.43,2.28,142.1,0.7954
Preserve,Margin,TallWeeds,-176.73,153.45,-4.91,323.4,0.4677
Preserve,Margin,ReedClump,-181.50,155.67,4.07,103.6,1.1442
Preserve,Margin,ReedClump,-137.50,147.13,-3.13,58.4,0.9497
Preserve,Margin,TallWeeds,-343.71,189.22,4.98,68.7,1.2258
Preserve,Margin,ReedClump,-256.21,177.08,27.43,36.4,0.3928
Preserve,Margin,IrisB,-147.22,150.10,-4.41,54.6,0.8428
Preserve,Margin,ReedClump,-291.00,174.38,4.82,332.2,1.0054
Preserve,Margin,ReedClump,-292.84,174.32,2.87,151.3,1.0485
Preserve,Margin,ReedClump,-132.27,148.14,4.40,320.8,1.1783
Preserve,Margin,TallWeeds,-146.65,151.50,1.81,75.2,0.5444
Preserve,Margin,ReedClump,-141.84,146.75,0.97,216.0,0.9237
Preserve,Margin,ReedClump,-177.67,154.13,-2.36,206.5,1.1079
Preserve,Margin,ReedClump,-282.45,175.38,-11.72,27.2,0.9370
Preserve,Margin,ReedClump,-304.12,182.54,-7.07,129.5,1.0631
Preserve,Margin,TallWeeds,-301.19,180.01,-6.08,114.9,1.0159
Preserve,Margin,ReedClump,-227.64,174.60,11.73,29.7,0.9674
Preserve,Margin,TallWeeds,-229.29,173.18,16.28,126.5,0.9998
Preserve,Margin,WeedStalks,-306.92,184.33,-4.08,111.4,0.9740
Preserve,Margin,ReedClump,-191.43,157.32,7.82,81.9,0.5441
Preserve,Margin,WeedStalks,-186.31,156.72,8.93,336.4,1.0125
Preserve,Margin,WeedStalks,-179.39,155.33,-5.04,44.6,0.7714
Preserve,Margin,FernClump,-187.15,157.59,6.59,258.9,1.0147
Preserve,Margin,ReedClump,-145.16,147.01,-5.28,243.3,0.8867
Preserve,Margin,TallWeeds,-342.55,189.06,-18.34,59.1,0.8748
Preserve,Margin,WeedStalks,-151.12,150.78,-9.49,71.3,1.0837
Preserve,Margin,IrisA,-344.24,189.90,-16.52,128.8,1.1613
Preserve,Margin,ReedClump,-229.36,174.64,22.81,152.5,1.2015
Preserve,MarginTended,IrisA,181.05,48.25,-0.92,16.5,0.8590
Preserve,MarginTended,ReedClump,103.93,85.58,-12.17,116.4,0.9177
Preserve,MarginTended,IrisA,112.12,85.37,-28.91,46.6,1.0304
Preserve,MarginTended,WeedStalks,116.33,82.76,-12.39,21.8,0.9483
Preserve,MarginTended,IrisA,-88.23,134.32,-12.82,261.7,0.9085
Preserve,MarginTended,IrisB,208.46,22.92,-26.38,7.5,1.1227
Preserve,MarginTended,IrisA,180.01,49.23,15.97,49.5,0.8797
Preserve,MarginTended,ReedClump,44.12,108.59,-23.93,165.3,1.2115
Preserve,MarginTended,WeedStalks,113.43,79.32,-9.64,303.5,0.8151
Preserve,MarginTended,ReedClump,-77.31,129.09,0.39,183.1,1.1333
Preserve,MarginTended,WeedStalks,110.10,84.48,-27.23,1.2,0.8876
Preserve,MarginTended,ReedClump,189.52,21.31,-27.00,72.7,1.2102
Preserve,MarginTended,IrisB,59.62,109.30,-11.34,44.9,0.9966
Preserve,MarginTended,ReedClump,57.39,110.41,-35.07,244.3,1.0229
Preserve,MarginTended,FernClump,195.07,49.55,0.01,125.5,0.9902
Preserve,MarginTended,WeedStalks,204.28,20.70,-27.96,113.3,1.2088
Preserve,MarginTended,WeedStalks,41.91,109.46,-22.40,144.6,1.0800
Preserve,MarginTended,IrisB,190.92,48.48,0.28,0.2,1.0560
Preserve,MarginTended,ReedClump,53.98,111.86,-38.18,330.2,0.9796
Preserve,MarginTended,ReedClump,207.01,20.00,-19.17,340.5,1.1653
Preserve,MarginTended,IrisB,144.52,59.10,7.56,37.6,1.1231
Preserve,MarginTended,IrisB,144.61,60.07,16.40,256.3,0.7949
Preserve,MarginTended,ReedClump,190.46,19.64,-29.63,256.6,1.0069
Preserve,MarginTended,WeedStalks,209.40,8.90,-3.94,75.5,0.8945
Preserve,MarginTended,IrisB,66.88,110.11,-40.67,356.0,1.0330
Preserve,MarginTended,ReedClump,52.19,111.31,-35.67,191.4,1.0149
Preserve,MarginTended,ReedClump,202.24,20.40,-29.49,123.1,0.8390
Preserve,MarginTended,FernClump,100.44,89.17,-28.98,144.8,1.0192
Preserve,MarginTended,IrisA,155.67,61.02,15.32,322.2,0.8804
Preserve,MarginTended,TallWeeds,157.92,59.95,17.15,306.6,0.9133
Preserve,MarginTended,TallWeeds,143.21,62.95,19.14,138.9,0.9469
Preserve,MarginTended,TallWeeds,144.01,61.20,4.83,185.3,1.1918
Preserve,MarginTended,IrisB,73.73,110.01,-11.13,324.3,1.1463
Preserve,MarginTended,WeedStalks,211.76,8.07,-14.51,322.9,1.0861
Preserve,MarginTended,ReedClump,168.00,59.52,11.98,177.5,0.9993
Preserve,MarginTended,TallWeeds,126.22,79.71,-26.93,134.2,1.0692
Preserve,MarginTended,TallWeeds,119.20,82.31,-11.09,137.6,0.9906
Preserve,MarginTended,IrisA,74.72,108.35,-30.05,163.4,1.0268
Preserve,MarginTended,ReedClump,163.87,59.13,-3.90,167.4,0.9133
Preserve,MarginTended,ReedClump,179.70,45.04,2.02,99.4,0.5305
Preserve,MarginTended,IrisA,122.88,83.20,-23.85,208.1,0.8434
Preserve,MarginTended,ReedClump,71.76,108.68,-9.32,161.6,1.0035
Preserve,MarginTended,FernClump,69.96,108.73,-40.33,92.8,1.0207
Preserve,MarginTended,ReedClump,168.28,59.07,8.11,139.4,0.8108
Preserve,MarginTended,TallWeeds,97.50,89.03,-26.84,53.5,1.0380
Preserve,MarginTended,ReedClump,71.72,108.81,-12.73,3.0,1.1311
Preserve,MarginTended,ReedClump,192.78,18.89,-27.05,320.0,1.0900
Preserve,MarginTended,ReedClump,147.42,60.72,16.37,211.5,1.2455
Preserve,MarginTended,ReedClump,102.95,87.69,-29.14,76.1,0.8809
Preserve,MarginTended,WeedStalks,141.12,61.54,17.73,171.8,0.8936
Preserve,MarginTended,TallWeeds,106.95,82.91,-12.98,157.7,1.0939
Preserve,MarginTended,TallWeeds,-83.03,143.11,-37.63,290.6,0.8140
Preserve,MarginTended,ReedClump,45.06,109.84,-36.34,336.7,0.9324
Preserve,FringeNorth,XfSpruceM,-364.39,294.42,-135.75,82.4,0.3811
Preserve,FringeNorth,XfSpruceM,-335.39,303.35,-192.84,234.1,0.4131
Preserve,FringeNorth,XfHinokiM,-156.00,302.98,-192.00,3.5,0.4132
Preserve,FringeNorth,XfSpruceM,-331.33,296.93,-138.33,205.1,0.5145
Preserve,FringeNorth,XfSpruceM,-284.00,303.52,-196.00,114.5,0.3202
Preserve,FringeNorth,XfHinokiM,-396.00,287.44,-108.00,81.6,0.4901
Preserve,FringeNorth,XfHinokiM,-344.00,301.02,-168.00,59.3,0.5696
Preserve,FringeNorth,XfHinokiYr,-160.28,247.13,-116.59,177.7,0.4368
Preserve,FringeNorth,XfSpruceM,-300.85,302.25,-167.34,79.0,0.3270
Preserve,FringeNorth,XfHinokiM,-312.00,299.74,-156.00,68.2,0.3291
Preserve,FringeNorth,XfHinokiM,-169.86,290.53,-145.51,275.5,0.3775
Preserve,FringeNorth,XfSpruceM,-219.34,304.32,-217.90,292.3,0.4195
Preserve,FringeNorth,XfMapleGold,-302.54,277.33,-133.53,50.4,0.6688
Preserve,FringeNorth,XfSugi40,-203.23,257.73,-145.38,310.4,0.6376
Preserve,FringeNorth,XfSpruceM,-343.02,270.94,-128.75,29.7,0.3868
Preserve,FringeNorth,XfHinokiM,-313.35,297.87,-150.54,355.6,0.3381
Preserve,FringeNorth,XfFirM,-144.00,302.95,-176.00,3.4,0.4138
Preserve,FringeNorth,XfSpruceM,-332.00,297.48,-144.00,81.8,0.3325
Preserve,FringeNorth,XfSpruceM,-177.84,275.68,-121.06,235.0,0.4560
Preserve,FringeNorth,XfHinokiM,-416.00,277.39,-100.00,185.2,0.3776
Preserve,FringeNorth,XfFirM,-140.24,302.53,-171.16,46.5,0.3985
Preserve,FringeNorth,XfSpruceM,-248.00,272.56,-76.00,180.0,0.3377
Preserve,FringeNorth,XfSpruceM,-244.63,275.07,-70.38,227.2,0.5985
Preserve,FringeNorth,XfHinokiM,-243.70,289.32,-151.23,53.0,0.4839
Preserve,FringeNorth,XfSpruceM,-145.53,302.98,-211.29,100.0,0.6434
Preserve,FringeNorth,XfSpruceM,-344.00,266.25,-124.00,308.3,0.3807
Preserve,FringeNorth,XfHinokiM,-102.15,211.05,-90.19,59.6,0.6157
Preserve,FringeNorth,XfHinokiM,-352.00,301.30,-148.00,342.7,0.4984
Preserve,FringeNorth,XfFirM,-280.00,293.52,-124.00,195.4,0.3324
Preserve,FringeNorth,XfSpruceM,-109.28,304.47,-210.70,217.8,0.5158
Preserve,FringeNorth,XfHinokiM,-166.92,293.89,-141.01,146.4,0.6543
Preserve,FringeNorth,XfMapleGold,-396.11,299.66,-139.63,68.1,0.3738
Preserve,FringeNorth,XfSpruceM,-316.08,270.23,-118.07,232.8,0.3910
Preserve,FringeNorth,XfSpruceM,-324.96,303.02,-208.62,114.0,0.5723
Preserve,FringeNorth,XfSpruceM,-108.00,302.95,-216.00,3.6,0.3706
Preserve,FringeNorth,XfMapleGold,-126.48,300.84,-183.67,192.7,0.9982
Preserve,FringeNorth,XfSpruceM,-96.00,291.61,-132.00,150.2,0.3417
Preserve,FringeNorth,XfFirM,-165.93,302.25,-173.43,190.9,0.5277
Preserve,FringeNorth,XfSugi40,-200.00,260.90,-148.00,266.0,0.5439
Preserve,FringeNorth,XfSpruceM,-295.57,305.74,-176.90,208.6,0.6324
Preserve,FringeNorth,XfHinokiM,-138.23,296.37,-145.57,31.9,0.4765
Preserve,FringeNorth,XfMapleGold,-228.00,243.43,-88.00,347.8,0.3352
Preserve,FringeNorth,XfSpruceM,-320.00,235.62,-92.00,162.1,0.5559
Preserve,FringeNorth,XfFirM,-164.00,299.17,-168.00,134.3,0.4276
Preserve,FringeNorth,XfSpruceM,-349.52,263.77,-124.30,108.4,0.4567
Preserve,FringeNorth,XfSpruceM,-320.20,266.53,-114.62,299.9,0.6003
Preserve,FringeNorth,XfSpruceM,-456.00,304.48,-132.00,29.2,0.5590
Preserve,FringeNorth,XfHinokiM,-158.62,296.53,-147.68,350.8,0.4559
Preserve,FringeNorth,XfFirM,-401.15,302.76,-187.47,213.2,0.3880
Preserve,FringeNorth,XfSpruceM,-337.75,302.14,-146.91,94.3,0.6553
Preserve,FringeNorth,XfSpruceM,-320.00,304.14,-208.00,356.0,0.5376
Preserve,FringeNorth,XfFirM,-399.08,304.56,-185.20,50.1,0.6165
Preserve,FringeNorth,XfHinokiM,-250.11,283.56,-148.27,91.1,0.4614
Preserve,FringeNorth,XfSpruceM,-373.29,292.54,-131.49,168.6,0.3455
Preserve,FringeNorth,XfSpruceM,-311.04,248.64,-78.90,164.7,0.6382
Preserve,FringeNorth,XfSpruceM,-368.00,290.34,-132.00,12.9,0.5223
Preserve,FringeNorth,XfHinokiM,-164.00,294.48,-144.00,165.4,0.4706
Preserve,FringeNorth,XfFirM,-113.91,264.42,-111.59,55.2,0.4803
Preserve,FringeNorth,XfFirM,-184.00,301.55,-184.00,79.0,0.3541
Preserve,FringeNorth,XfSpruceM,-346.62,260.95,-120.69,349.9,0.5199
Preserve,FringeNorth,XfSpruceM,-214.78,298.91,-195.75,161.2,0.3543
Preserve,FringeNorth,XfFirM,-431.27,300.52,-111.06,305.4,0.5473
Preserve,FringeNorth,XfSpruceM,-302.77,252.55,-79.75,74.4,0.5842
Preserve,FringeNorth,XfHinokiM,-163.43,219.47,-93.91,142.8,0.5784
Preserve,FringeNorth,XfMapleRed,-98.72,306.49,-154.37,136.1,0.7901
Preserve,FringeNorth,XfSpruceM,-301.67,304.41,-170.87,166.4,0.5130
Preserve,FringeNorth,XfFirM,-124.00,303.27,-164.00,328.6,0.3411
Preserve,FringeNorth,XfMapleGold,-300.00,284.38,-140.00,187.1,0.4092
Preserve,FringeNorth,XfHinokiM,-192.00,263.47,-124.00,306.5,0.5932
Preserve,FringeNorth,XfMapleRed,-104.52,307.14,-160.96,247.9,0.6580
Preserve,FringeNorth,XfSpruceM,-325.69,302.49,-210.44,302.3,0.5115
Preserve,FringeNorth,XfSugi40,-206.00,262.09,-150.13,284.4,0.5879
Preserve,FringeNorth,XfFirM,-396.00,304.31,-216.00,57.8,0.4884
Preserve,FringeNorth,XfFirM,-144.86,302.59,-171.72,216.6,0.3209
Preserve,FringeNorth,XfSpruceM,-340.00,302.91,-196.00,115.0,0.3257
Preserve,FringeNorth,XfHinokiM,-251.70,283.07,-147.12,43.5,0.4490
Preserve,FringeNorth,XfHinokiYr,-300.00,304.25,-212.00,94.0,0.5856
Preserve,FringeNorth,XfSpruceM,-205.76,302.63,-191.27,249.7,0.5057
